datevalue,timevalue,astonquay,bachelorswalk,capelstreet,collegegreendamestside,collegegreenchurchlane,collegegreenbankofireland,graftonstreet,liffeystreet,marystreet,oconnellstoutsidepennys,oconnellstparnellstaib,westmorelandstreeteast
2020-10-24,0600,136,21,0,33,36,27,0,8,0,57,46,17
2020-10-24,0700,161,32,0,63,28,30,0,13,0,85,68,16
2020-10-24,0800,206,61,0,72,36,24,0,39,0,113,92,21
2020-10-24,0900,293,58,0,75,65,43,0,39,0,184,162,43
2020-10-24,1000,448,54,0,114,70,84,0,87,0,288,278,56
2020-10-24,1100,473,69,0,180,129,149,0,146,0,434,407,139
2020-10-24,1200,594,71,0,235,176,217,0,209,0,574,519,164
2020-10-24,1300,1081,66,0,213,204,308,0,279,0,661,554,288
2020-10-24,1400,825,60,0,276,209,334,0,322,0,766,658,178
2020-10-24,1500,1134,61,0,289,222,338,0,315,0,769,621,177
2020-10-24,1600,1006,72,0,266,182,312,0,288,0,712,604,182
2020-10-24,1700,850,118,0,234,190,310,0,402,0,569,577,165
2020-10-24,1800,1008,75,0,208,153,247,0,162,0,428,467,159
2020-10-24,1900,1054,67,0,141,114,195,0,81,0,287,353,119
2020-10-24,2000,870,83,0,75,80,121,0,65,0,219,241,62
2020-10-24,2100,614,30,0,43,55,94,0,41,0,110,129,62
2020-10-24,2200,553,47,0,33,55,65,0,29,0,87,127,81
2020-10-24,2300,485,126,0,27,31,54,0,67,0,81,43,44
2020-10-25,0000,677,14,0,15,19,30,0,17,0,37,44,44
2020-10-25,0100,386,32,0,14,21,20,0,16,0,37,19,18
2020-10-25,0200,304,3,0,8,7,4,0,2,0,8,13,4
2020-10-25,0300,169,2,0,3,1,10,0,3,0,9,8,5
2020-10-25,0400,14,44,0,4,0,4,0,1,0,5,8,0
2020-10-25,0500,25,0,0,5,1,2,0,2,0,6,5,3
2020-10-25,0600,88,31,0,20,7,12,0,5,0,22,26,28
2020-10-25,0700,194,19,0,41,31,16,0,8,0,51,42,95
2020-10-25,0800,195,21,0,64,57,35,0,32,0,91,65,74
2020-10-25,0900,259,25,0,97,67,84,0,48,0,220,178,66
2020-10-25,1000,618,82,0,165,98,135,0,111,0,326,296,91
2020-10-25,1100,632,70,0,239,142,175,0,130,0,476,376,142
2020-10-25,1200,645,33,0,289,217,344,0,269,0,604,502,184
2020-10-25,1300,728,117,0,286,271,474,0,276,0,745,569,225
2020-10-25,1400,879,51,0,315,256,396,0,268,0,795,591,214
2020-10-25,1500,927,68,0,305,263,450,0,198,0,807,549,156
2020-10-25,1600,1026,51,0,264,230,399,0,218,0,715,520,153
2020-10-25,1700,883,46,0,234,160,380,0,212,0,535,506,161
2020-10-25,1800,801,107,0,130,133,233,0,198,0,392,384,109
2020-10-25,1900,784,77,0,116,114,142,0,86,0,287,229,91
2020-10-25,2000,855,53,0,54,64,98,0,72,0,169,160,75
2020-10-25,2100,600,34,0,38,47,64,0,35,0,89,74,45
2020-10-25,2200,809,21,0,44,39,67,0,111,0,80,74,91
2020-10-25,2300,420,12,0,28,29,37,0,40,0,52,40,44
2020-10-26,0000,116,34,0,11,17,14,0,23,0,21,25,18
2020-10-26,0100,101,4,0,6,3,5,0,1,0,11,13,18
2020-10-26,0200,28,2,0,4,5,7,0,4,0,0,3,0
2020-10-26,0300,29,1,0,2,2,0,0,4,0,7,5,3
2020-10-26,0400,95,1,0,2,0,3,0,0,0,4,8,2
2020-10-26,0500,10,0,0,3,3,1,0,4,0,13,11,6
2020-10-26,0600,43,1,0,26,12,17,0,3,0,11,37,20
2020-10-26,0700,168,16,0,56,40,30,0,68,0,30,55,69
2020-10-26,0800,269,32,0,64,66,43,0,71,0,55,103,47
2020-10-26,0900,333,28,0,90,75,87,0,426,0,130,195,55
2020-10-26,1000,371,32,0,143,124,129,0,602,0,215,332,81
2020-10-26,1100,469,25,0,183,142,206,0,366,0,382,457,86
2020-10-26,1200,520,25,0,221,184,249,0,191,0,472,515,136
2020-10-26,1300,653,16,0,290,197,328,0,212,0,562,546,147
2020-10-26,1400,1093,38,0,264,138,309,0,228,0,598,498,105
2020-10-26,1500,781,49,0,271,173,292,0,222,0,520,572,119
2020-10-26,1600,1061,66,0,177,158,359,0,180,0,550,538,128
2020-10-26,1700,1083,84,0,192,173,326,0,161,0,563,494,164
2020-10-26,1800,979,44,0,138,135,223,0,137,0,542,392,144
2020-10-26,1900,873,32,0,100,123,149,0,69,0,378,262,97
2020-10-26,2000,855,44,0,54,60,112,0,31,0,312,127,69
2020-10-26,2100,705,34,0,46,53,77,0,28,0,204,98,79
2020-10-26,2200,1049,15,0,29,38,45,0,23,0,144,73,43
2020-10-26,2300,438,17,0,14,17,36,0,8,0,69,58,25
2020-10-27,0000,372,7,0,5,13,14,0,1,0,55,28,5
2020-10-27,0100,226,0,0,2,6,13,0,5,0,21,17,59
2020-10-27,0200,164,0,0,2,0,4,0,1,0,20,6,2
2020-10-27,0300,741,5,0,1,9,1,0,1,0,1,8,1
2020-10-27,0400,29,0,0,13,4,7,0,0,0,7,13,10
2020-10-27,0500,147,1,0,36,4,16,0,7,0,50,33,34
2020-10-27,0600,536,23,0,141,19,74,0,24,0,187,110,111
2020-10-27,0700,1035,58,0,220,105,184,0,48,0,283,166,137
2020-10-27,0800,1277,92,0,315,207,180,0,46,0,367,232,116
2020-10-27,0900,704,112,0,242,240,204,0,87,0,414,269,100
2020-10-27,1000,731,62,0,218,168,132,0,129,0,497,478,113
2020-10-27,1100,953,50,0,204,137,221,0,164,0,648,553,136
2020-10-27,1200,1054,24,0,280,236,287,0,214,0,781,652,157
2020-10-27,1300,999,24,0,337,258,324,0,277,0,817,665,204
2020-10-27,1400,1346,91,0,281,272,326,0,234,0,816,618,124
2020-10-27,1500,502,70,0,264,222,304,0,280,0,673,709,109
2020-10-27,1600,627,86,0,344,207,272,0,280,0,618,677,184
2020-10-27,1700,645,55,0,418,210,342,0,348,0,598,688,222
2020-10-27,1800,1115,84,0,284,258,293,0,193,0,464,518,164
2020-10-27,1900,1251,115,0,135,214,183,0,137,0,323,322,105
2020-10-27,2000,1256,134,0,67,118,131,0,73,0,219,191,95
2020-10-27,2100,939,165,0,51,74,71,0,32,0,153,97,61
2020-10-27,2200,482,100,0,31,66,65,0,33,0,89,66,37
2020-10-27,2300,603,23,0,20,33,35,0,12,0,46,38,34
2020-10-28,0000,318,5,0,8,21,18,0,19,0,31,28,6
2020-10-28,0100,53,5,0,1,12,7,0,12,0,14,15,1
2020-10-28,0200,0,6,0,0,3,4,0,4,0,8,5,1
2020-10-28,0300,15,1,0,1,0,8,0,3,0,0,4,24
2020-10-28,0400,18,3,0,2,2,4,0,2,0,5,9,9
2020-10-28,0500,20,7,0,8,22,8,0,5,0,22,25,24
2020-10-28,0600,128,69,0,41,125,61,0,24,0,179,127,85
2020-10-28,0700,708,126,0,166,166,131,0,52,0,244,170,115
2020-10-28,0800,1025,91,0,233,209,145,0,89,0,333,264,155
2020-10-28,0900,1071,93,0,321,212,161,0,111,0,412,320,135
2020-10-28,1000,896,44,0,235,161,162,0,153,0,510,462,149
2020-10-28,1100,654,68,0,205,198,194,0,203,0,601,562,154
2020-10-28,1200,513,45,0,215,244,295,0,213,0,745,617,204
2020-10-28,1300,1072,57,0,300,225,223,0,257,0,548,611,139
2020-10-28,1400,993,58,0,275,169,215,0,260,0,464,560,125
2020-10-28,1500,1139,38,0,200,201,259,0,344,0,580,613,179
2020-10-28,1600,805,54,0,244,234,288,0,203,0,628,624,229
2020-10-28,1700,440,132,0,331,250,356,0,191,0,610,648,309
2020-10-28,1800,543,138,0,354,225,317,0,151,0,447,548,238
2020-10-28,1900,1942,121,0,280,131,193,0,107,0,304,361,190
2020-10-28,2000,939,96,0,172,101,127,0,60,0,196,226,82
2020-10-28,2100,1027,36,0,89,61,75,0,50,0,131,95,62
2020-10-28,2200,1154,32,0,57,44,57,0,16,0,111,70,38
2020-10-28,2300,430,41,0,41,24,44,0,17,0,75,36,34
2020-10-29,0000,395,5,0,18,16,21,0,9,0,42,10,9
2020-10-29,0100,700,19,0,13,7,11,0,13,0,15,7,7
2020-10-29,0200,257,8,0,2,4,7,0,3,0,10,4,0
2020-10-29,0300,94,1,0,5,4,0,0,1,0,1,6,0
2020-10-29,0400,128,1,0,6,2,5,0,5,0,6,9,3
2020-10-29,0500,122,3,0,31,17,9,0,7,0,37,13,15
2020-10-29,0600,665,77,0,148,92,59,0,34,0,173,138,77
2020-10-29,0700,745,74,0,192,120,157,0,55,0,275,130,78
2020-10-29,0800,747,110,0,307,149,198,0,99,0,432,229,119
2020-10-29,0900,739,66,0,229,123,174,0,66,0,426,262,79
2020-10-29,1000,515,93,0,176,135,192,0,167,0,526,400,108
2020-10-29,1100,829,222,0,191,185,255,0,139,0,633,518,137
2020-10-29,1200,903,385,0,222,157,275,0,193,0,669,527,147
2020-10-29,1300,1021,62,0,301,237,353,0,216,0,793,665,139
2020-10-29,1400,961,27,0,305,227,364,0,180,0,794,580,180
2020-10-29,1500,535,62,0,284,241,318,0,183,0,814,668,219
2020-10-29,1600,368,44,0,361,235,412,0,161,0,895,691,238
2020-10-29,1700,559,91,0,372,295,500,0,215,0,823,642,266
2020-10-29,1800,1633,72,0,302,203,436,0,135,0,689,522,227
2020-10-29,1900,769,61,0,154,175,260,0,83,0,499,398,151
2020-10-29,2000,702,35,0,99,114,206,0,66,0,406,249,109
2020-10-29,2100,640,123,0,57,82,137,0,59,0,230,132,46
2020-10-29,2200,568,33,0,45,59,93,0,22,0,139,83,66
2020-10-29,2300,467,61,0,19,27,49,0,37,0,80,53,33
2020-10-30,0000,440,4,0,17,16,22,0,11,0,26,5,19
2020-10-30,0100,65,10,0,1,12,9,0,4,0,14,16,5
2020-10-30,0200,158,2,0,2,0,8,0,6,0,8,9,1
2020-10-30,0300,155,1,0,2,2,6,0,2,0,0,6,2
2020-10-30,0400,8,0,0,8,2,6,0,1,0,5,5,2
2020-10-30,0500,41,2,0,36,10,16,0,5,0,22,32,6
2020-10-30,0600,503,45,0,160,92,63,0,23,0,162,122,70
2020-10-30,0700,857,45,0,219,142,131,0,33,0,224,148,82
2020-10-30,0800,791,56,0,277,159,106,0,49,0,300,262,114
2020-10-30,0900,925,42,0,254,156,134,0,85,0,383,279,136
2020-10-30,1000,686,32,0,220,168,158,0,158,0,587,436,133
2020-10-30,1100,1000,51,0,232,165,199,0,192,0,651,578,166
2020-10-30,1200,923,53,0,278,246,316,0,244,0,797,653,210
2020-10-30,1300,1595,39,0,382,307,325,0,283,0,1001,684,229
2020-10-30,1400,1348,29,0,322,242,348,0,323,0,897,741,239
2020-10-30,1500,1019,89,0,393,266,404,0,280,0,1016,746,289
2020-10-30,1600,503,98,0,387,288,429,0,348,0,914,777,327
2020-10-30,1700,495,129,0,446,314,427,0,238,0,784,805,314
2020-10-30,1800,1169,116,0,281,254,361,0,173,0,579,636,286
2020-10-30,1900,1036,73,0,168,156,239,0,131,0,417,437,186
2020-10-30,2000,962,36,0,94,135,180,0,94,0,268,259,149
2020-10-30,2100,542,39,0,77,111,103,0,199,0,244,148,86
2020-10-30,2200,593,22,0,53,62,84,0,27,0,138,86,77
2020-10-30,2300,437,9,0,16,28,51,0,62,0,73,50,84
2020-10-31,0000,141,2,0,28,10,18,0,113,0,30,23,23
2020-10-31,0100,64,19,0,8,14,25,0,7,0,27,20,22
2020-10-31,0200,329,18,0,6,11,15,0,5,0,26,13,10
2020-10-31,0300,12,9,0,3,4,9,0,1,0,9,9,3
2020-10-31,0400,136,0,0,4,2,2,0,0,0,4,11,3
2020-10-31,0500,61,2,0,7,6,3,0,5,0,13,8,6
2020-10-31,0600,146,13,0,36,21,16,0,12,0,79,49,17
2020-10-31,0700,450,13,0,89,20,22,0,30,0,144,84,28
2020-10-31,0800,255,10,0,56,37,32,0,46,0,155,112,22
2020-10-31,0900,341,27,0,94,51,45,0,67,0,230,203,35
2020-10-31,1000,643,15,0,135,84,87,0,162,0,330,348,75
2020-10-31,1100,915,22,0,166,117,103,0,127,0,415,486,128
2020-10-31,1200,1306,58,0,226,143,191,0,345,0,563,576,197
2020-10-31,1300,897,250,0,280,170,269,0,326,0,626,595,206
2020-10-31,1400,1260,126,0,320,192,269,0,312,0,695,698,215
2020-10-31,1500,972,110,0,333,185,348,0,267,0,586,708,265
2020-10-31,1600,1332,91,0,284,207,311,0,240,0,555,671,196
2020-10-31,1700,1064,199,0,251,196,324,0,162,0,541,621,211
2020-10-31,1800,950,49,0,137,146,230,0,98,0,387,489,162
2020-10-31,1900,786,85,0,115,132,206,0,89,0,357,346,138
2020-10-31,2000,840,56,0,98,129,135,0,89,0,316,294,138
2020-10-31,2100,821,39,0,77,86,127,0,48,0,238,181,127
2020-10-31,2200,864,29,0,48,63,87,0,60,0,145,117,110
2020-10-31,2300,700,34,0,23,25,81,0,93,0,121,74,67
2020-11-01,0000,715,11,0,21,19,23,0,16,0,37,53,47
2020-11-01,0100,166,3,0,9,7,20,0,8,0,28,24,23
2020-11-01,0200,162,12,0,10,11,18,0,7,0,26,25,10
2020-11-01,0300,116,7,0,5,3,17,0,2,0,4,5,13
2020-11-01,0400,75,1,0,2,2,10,0,4,0,13,12,4
2020-11-01,0500,79,1,0,0,2,6,0,1,0,6,12,10
2020-11-01,0600,30,2,0,17,6,12,0,1,0,29,42,9
2020-11-01,0700,75,12,0,34,15,14,0,12,0,34,33,95
2020-11-01,0800,144,47,0,54,51,26,0,20,0,66,48,96
2020-11-01,0900,284,36,0,85,73,39,0,27,0,160,172,35
2020-11-01,1000,427,33,0,137,105,96,0,67,0,243,280,101
2020-11-01,1100,793,38,0,186,132,154,0,124,0,416,360,81
2020-11-01,1200,709,44,0,198,118,154,0,142,0,447,429,83
2020-11-01,1300,879,64,0,180,104,178,0,160,0,494,456,69
2020-11-01,1400,871,38,0,171,149,231,0,190,0,501,466,86
2020-11-01,1500,884,57,0,225,143,276,0,213,0,550,468,119
2020-11-01,1600,1323,57,0,176,199,280,0,191,0,497,422,136
2020-11-01,1700,720,39,0,138,109,228,0,117,0,439,382,91
2020-11-01,1800,916,42,0,109,98,166,0,114,0,356,324,74
2020-11-01,1900,696,56,0,92,88,143,0,48,0,239,229,61
2020-11-01,2000,545,28,0,58,35,46,0,66,0,104,150,18
2020-11-01,2100,468,13,0,30,33,27,0,76,0,54,78,14
2020-11-01,2200,567,7,0,21,23,28,0,145,0,24,61,4
2020-11-01,2300,643,17,0,13,15,20,0,15,0,12,34,16
2020-11-02,0000,349,3,0,6,15,15,0,12,0,21,14,3
2020-11-02,0100,135,77,0,4,2,8,0,5,0,7,8,3
2020-11-02,0200,127,25,0,2,3,3,0,1,0,2,5,2
2020-11-02,0300,185,0,0,1,2,0,0,2,0,2,3,13
2020-11-02,0400,5,0,0,7,13,1,0,1,0,10,12,6
2020-11-02,0500,95,1,0,37,15,9,0,4,0,30,25,52
2020-11-02,0600,534,119,0,144,94,66,0,20,0,125,140,129
2020-11-02,0700,1239,101,0,215,168,117,0,44,0,229,161,190
2020-11-02,0800,680,199,0,335,221,152,0,88,0,404,327,253
2020-11-02,0900,548,140,0,229,211,179,0,147,0,429,424,195
2020-11-02,1000,1021,149,0,225,167,184,0,164,0,535,477,203
2020-11-02,1100,867,75,0,211,181,184,0,352,0,601,528,189
2020-11-02,1200,1017,130,0,267,165,167,0,168,0,518,632,176
2020-11-02,1300,1187,35,0,285,171,226,0,213,0,546,675,182
2020-11-02,1400,871,42,0,242,183,197,0,154,0,549,614,179
2020-11-02,1500,193,36,0,279,163,206,0,182,0,487,616,147
2020-11-02,1600,197,134,0,306,186,151,0,226,0,359,609,154
2020-11-02,1700,310,111,0,333,201,227,0,257,0,421,557,214
2020-11-02,1800,1105,103,0,197,173,244,0,135,0,333,515,169
2020-11-02,1900,656,128,0,141,113,180,0,86,0,233,330,140
2020-11-02,2000,690,39,0,77,94,111,0,66,0,160,204,64
2020-11-02,2100,719,33,0,46,45,74,0,54,0,121,137,59
2020-11-02,2200,662,16,0,38,52,57,0,39,0,46,68,48
2020-11-02,2300,884,17,0,30,22,22,0,7,0,40,30,64
2020-11-03,0000,576,2,0,12,22,13,0,84,0,37,14,10
2020-11-03,0100,140,1,0,1,3,9,0,5,0,17,11,340
2020-11-03,0200,18,1,0,2,2,0,0,4,0,19,4,263
2020-11-03,0300,16,1,0,2,2,4,0,0,0,5,5,0
2020-11-03,0400,243,14,0,2,2,1,0,0,0,10,11,26
2020-11-03,0500,185,25,0,35,10,13,0,4,0,20,29,52
2020-11-03,0600,764,68,0,136,102,59,0,15,0,145,136,141
2020-11-03,0700,1130,115,0,229,135,145,0,59,0,219,193,395
2020-11-03,0800,207,80,0,339,192,160,0,73,0,341,342,234
2020-11-03,0900,1031,97,0,285,177,173,0,69,0,539,385,206
2020-11-03,1000,1273,72,0,226,173,225,0,158,0,607,425,203
2020-11-03,1100,1388,59,0,247,241,226,0,193,0,653,568,338
2020-11-03,1200,1462,49,0,292,254,313,0,406,0,696,626,305
2020-11-03,1300,1033,111,0,368,313,458,0,526,0,874,703,446
2020-11-03,1400,1416,76,0,292,247,336,0,256,0,750,662,303
2020-11-03,1500,712,63,0,329,249,320,0,223,0,730,712,344
2020-11-03,1600,435,227,0,427,274,389,0,213,0,736,717,321
2020-11-03,1700,499,375,0,396,263,353,0,202,0,618,703,324
2020-11-03,1800,1618,191,0,280,198,341,0,166,0,449,513,244
2020-11-03,1900,1404,109,0,151,104,215,0,66,0,273,326,165
2020-11-03,2000,1236,42,0,75,98,148,0,56,0,205,233,89
2020-11-03,2100,823,31,0,60,70,100,0,71,0,111,123,96
2020-11-03,2200,1355,71,0,34,47,68,0,47,0,76,92,33
2020-11-03,2300,692,25,0,19,18,32,0,18,0,22,37,92
2020-11-04,0000,302,5,0,7,10,16,0,3,0,14,23,14
2020-11-04,0100,245,3,0,5,5,10,0,2,0,8,21,20
2020-11-04,0200,9,3,0,0,2,3,0,3,0,12,8,4
2020-11-04,0300,11,5,0,1,2,3,0,1,0,0,7,14
2020-11-04,0400,10,1,0,6,3,5,0,1,0,14,12,8
2020-11-04,0500,173,6,0,32,12,12,0,8,0,32,34,30
2020-11-04,0600,748,66,0,163,114,66,0,21,0,124,134,412
2020-11-04,0700,1268,90,0,248,160,138,0,49,0,226,149,248
2020-11-04,0800,1240,92,0,355,198,165,0,80,0,361,357,220
2020-11-04,0900,246,56,0,286,197,180,0,119,0,532,412,170
2020-11-04,1000,196,43,0,196,175,222,0,185,0,698,502,202
2020-11-04,1100,207,141,0,274,229,245,0,204,0,715,578,159
2020-11-04,1200,257,80,0,291,269,247,0,225,0,827,567,166
2020-11-04,1300,320,92,0,362,309,374,0,309,0,1068,734,279
2020-11-04,1400,250,101,0,296,280,353,0,536,0,811,661,214
2020-11-04,1500,337,62,0,310,264,373,0,458,0,915,662,209
2020-11-04,1600,416,168,0,346,315,481,0,468,0,946,659,342
2020-11-04,1700,417,117,0,391,296,465,0,262,0,916,666,374
2020-11-04,1800,1266,161,0,314,239,372,0,243,0,598,478,246
2020-11-04,1900,707,53,0,167,167,248,0,169,0,412,310,188
2020-11-04,2000,1007,84,0,111,122,190,0,102,0,352,254,121
2020-11-04,2100,462,80,0,61,79,120,0,94,0,188,122,145
2020-11-04,2200,997,22,0,43,46,82,0,84,0,147,71,60
2020-11-04,2300,838,19,0,23,24,35,0,28,0,62,48,57
2020-11-05,0000,428,5,0,7,6,22,0,7,0,15,27,68
2020-11-05,0100,72,1,0,4,2,7,0,0,0,10,9,89
2020-11-05,0200,12,2,0,1,2,11,0,3,0,7,6,4
2020-11-05,0300,34,0,0,1,2,3,0,3,0,5,8,4
2020-11-05,0400,17,1,0,5,4,4,0,3,0,9,12,9
2020-11-05,0500,104,12,0,24,14,14,0,8,0,43,26,15
2020-11-05,0600,582,79,0,167,133,78,0,18,0,185,125,111
2020-11-05,0700,1274,134,0,232,213,155,0,47,0,330,163,199
2020-11-05,0800,1207,122,0,345,219,191,0,182,0,439,361,148
2020-11-05,0900,484,80,0,269,157,170,0,108,0,428,382,152
2020-11-05,1000,148,64,0,184,135,168,0,258,0,484,484,155
2020-11-05,1100,134,43,0,212,175,214,0,564,0,571,483,197
2020-11-05,1200,190,52,0,254,230,246,0,357,0,738,612,294
2020-11-05,1300,250,62,0,321,250,325,0,593,0,828,640,267
2020-11-05,1400,215,75,0,284,216,289,0,389,0,814,619,242
2020-11-05,1500,299,83,0,312,246,303,0,556,0,824,703,381
2020-11-05,1600,408,96,0,402,268,397,0,498,0,808,614,594
2020-11-05,1700,480,115,0,442,341,420,0,297,0,863,688,396
2020-11-05,1800,1596,146,0,279,247,417,0,222,0,715,555,312
2020-11-05,1900,855,125,0,197,179,266,0,132,0,442,392,227
2020-11-05,2000,766,71,0,119,134,217,0,57,0,361,268,221
2020-11-05,2100,692,60,0,69,103,129,0,45,0,239,168,108
2020-11-05,2200,553,25,0,48,80,89,0,31,0,156,71,64
2020-11-05,2300,486,9,0,30,24,42,0,48,0,73,37,80
2020-11-06,0000,326,11,0,7,12,21,0,148,0,28,17,23
2020-11-06,0100,282,2,0,7,7,4,0,16,0,9,6,5
2020-11-06,0200,176,0,0,1,4,5,0,4,0,11,6,7
2020-11-06,0300,118,5,0,0,0,8,0,6,0,6,9,3
2020-11-06,0400,81,2,0,8,2,3,0,2,0,11,8,14
2020-11-06,0500,117,5,0,29,12,16,0,4,0,34,22,19
2020-11-06,0600,681,53,0,155,124,64,0,39,0,189,134,156
2020-11-06,0700,1117,93,0,232,166,148,0,57,0,296,167,210
2020-11-06,0800,1179,102,0,363,206,154,0,85,0,415,328,251
2020-11-06,0900,824,53,0,297,266,173,0,196,0,538,363,278
2020-11-06,1000,718,53,0,269,239,229,0,220,0,676,498,398
2020-11-06,1100,1148,84,0,236,239,240,0,333,0,732,560,304
2020-11-06,1200,1035,40,0,344,265,374,0,381,0,796,681,694
2020-11-06,1300,1492,185,0,440,339,472,0,409,0,934,725,508
2020-11-06,1400,1503,101,0,361,308,422,0,379,0,934,766,404
2020-11-06,1500,596,70,0,356,335,473,0,515,0,1045,764,290
2020-11-06,1600,507,107,0,412,332,535,0,600,0,1135,816,343
2020-11-06,1700,552,97,0,507,366,498,0,451,0,960,747,384
2020-11-06,1800,1458,113,0,337,294,411,0,556,0,719,611,242
2020-11-06,1900,1342,80,0,190,203,290,0,615,0,539,489,166
2020-11-06,2000,1007,216,0,166,152,219,0,1020,0,351,348,201
2020-11-06,2100,940,28,0,88,115,159,0,503,0,224,164,107
2020-11-06,2200,783,364,0,68,76,107,0,567,0,159,101,88
2020-11-06,2300,791,52,0,35,54,70,0,134,0,105,58,62
2020-11-07,0000,565,14,0,33,27,40,0,97,0,51,39,34
2020-11-07,0100,232,19,0,10,13,37,0,18,0,35,15,27
2020-11-07,0200,67,2,0,5,5,9,0,15,0,10,9,11
2020-11-07,0300,21,98,0,6,10,7,0,4,0,5,16,32
2020-11-07,0400,31,58,0,1,4,9,0,15,0,11,11,25
2020-11-07,0500,29,0,0,10,6,5,0,5,0,23,6,5
2020-11-07,0600,300,23,0,42,32,29,0,36,0,85,58,40
2020-11-07,0700,610,50,0,71,61,58,0,196,0,137,67,84
2020-11-07,0800,335,42,0,87,82,63,0,178,0,164,106,50
2020-11-07,0900,647,22,0,133,119,105,0,124,0,309,231,92
2020-11-07,1000,651,90,0,169,152,161,0,313,0,436,344,90
2020-11-07,1100,1265,46,0,216,208,216,0,301,0,659,485,159
2020-11-07,1200,1191,42,0,297,270,356,0,314,0,786,590,205
2020-11-07,1300,1053,65,0,374,304,439,0,710,0,961,657,253
2020-11-07,1400,1350,98,0,360,305,484,0,528,0,1049,663,243
2020-11-07,1500,1082,74,0,374,316,540,0,478,0,990,705,296
2020-11-07,1600,1339,66,0,309,313,543,0,432,0,997,675,289
2020-11-07,1700,1282,71,0,245,295,501,0,307,0,806,550,294
2020-11-07,1800,1142,85,0,212,277,419,0,235,0,603,445,259
2020-11-07,1900,1019,116,0,163,165,287,0,136,0,435,337,168
2020-11-07,2000,838,58,0,96,155,197,0,128,0,402,265,133
2020-11-07,2100,494,21,0,78,157,171,0,65,0,262,134,158
2020-11-07,2200,711,46,0,58,110,114,0,37,0,151,73,123
2020-11-07,2300,690,10,0,26,47,80,0,23,0,107,87,40
2020-11-08,0000,388,3,0,18,17,39,0,6,0,47,39,39
2020-11-08,0100,139,8,0,12,15,32,0,4,0,48,32,15
2020-11-08,0200,26,2,0,8,10,16,0,4,0,20,9,9
2020-11-08,0300,13,15,0,7,9,5,0,5,0,15,8,4
2020-11-08,0400,49,1,0,2,7,6,0,1,0,4,22,1
2020-11-08,0500,35,0,0,5,2,4,0,3,0,7,8,1
2020-11-08,0600,78,0,0,13,15,21,0,3,0,30,21,9
2020-11-08,0700,113,50,0,36,28,25,0,7,0,63,29,17
2020-11-08,0800,334,30,0,56,61,39,0,13,0,79,50,28
2020-11-08,0900,213,35,0,82,84,67,0,24,0,159,130,31
2020-11-08,1000,402,12,0,135,109,123,0,58,0,227,235,69
2020-11-08,1100,618,30,0,196,152,207,0,114,0,400,405,84
2020-11-08,1200,685,75,0,259,241,283,0,203,0,623,537,119
2020-11-08,1300,648,41,0,278,270,387,0,239,0,723,547,151
2020-11-08,1400,725,51,0,349,306,514,0,300,0,854,569,188
2020-11-08,1500,757,72,0,331,345,533,0,279,0,855,611,217
2020-11-08,1600,906,119,0,272,311,484,0,250,0,878,580,242
2020-11-08,1700,1128,151,0,225,309,461,0,222,0,717,493,249
2020-11-08,1800,937,102,0,181,218,297,0,141,0,586,345,152
2020-11-08,1900,756,48,0,94,181,285,0,91,0,468,250,149
2020-11-08,2000,788,32,0,91,152,175,0,84,0,281,203,86
2020-11-08,2100,508,38,0,59,106,114,0,81,0,205,94,55
2020-11-08,2200,1001,21,0,39,75,73,0,218,0,141,82,50
2020-11-08,2300,643,9,0,20,42,52,0,51,0,64,44,44
2020-11-09,0000,213,9,0,10,22,29,0,17,0,37,26,28
2020-11-09,0100,50,15,0,7,6,11,0,7,0,15,8,4
2020-11-09,0200,209,0,0,4,4,8,0,13,0,9,10,0
2020-11-09,0300,6,2,0,1,0,0,0,4,0,3,6,16
2020-11-09,0400,124,0,0,4,27,2,0,1,0,8,11,19
2020-11-09,0500,39,0,0,42,13,13,0,2,0,37,34,35
2020-11-09,0600,383,54,0,163,136,58,0,25,0,172,110,83
2020-11-09,0700,890,70,0,236,217,161,0,43,0,312,169,112
2020-11-09,0800,974,59,0,353,281,177,0,83,0,428,319,209
2020-11-09,0900,248,39,0,282,230,210,0,143,0,442,349,174
2020-11-09,1000,195,49,0,195,204,181,0,168,0,548,431,185
2020-11-09,1100,164,23,0,222,257,249,0,183,0,683,504,230
2020-11-09,1200,195,70,0,235,256,252,0,174,0,670,572,253
2020-11-09,1300,248,254,0,337,305,331,0,303,0,815,671,237
2020-11-09,1400,257,246,0,269,275,330,0,223,0,717,587,224
2020-11-09,1500,382,32,0,306,294,341,0,244,0,816,667,243
2020-11-09,1600,478,99,0,391,357,422,0,237,0,918,738,327
2020-11-09,1700,552,107,0,413,401,442,0,282,0,874,626,380
2020-11-09,1800,1336,72,0,268,332,378,0,180,0,675,530,249
2020-11-09,1900,1157,105,0,151,199,231,0,111,0,450,354,147
2020-11-09,2000,909,37,0,125,156,149,0,71,0,328,228,94
2020-11-09,2100,577,52,0,63,94,124,0,51,0,215,132,66
2020-11-09,2200,548,79,0,50,73,87,0,36,0,118,74,39
2020-11-09,2300,602,74,0,23,37,57,0,11,0,87,41,42
2020-11-10,0000,275,29,0,13,9,22,0,10,0,34,17,17
2020-11-10,0100,219,23,0,4,3,9,0,4,0,16,4,2
2020-11-10,0200,197,2,0,1,3,7,0,0,0,5,3,16
