datevalue,timevalue,astonquay,bachelorswalk,capelstreet,collegegreendamestside,collegegreenchurchlane,collegegreenbankofireland,graftonstreet,liffeystreet,marystreet,oconnellstoutsidepennys,oconnellstparnellstaib,westmorelandstreeteast
2020-01-01,0000,1600,868,277,1797,1494,893,1516,1180,60,1662,821,1577
2020-01-01,0100,858,727,214,594,676,1091,1169,1133,33,1160,469,566
2020-01-01,0200,3499,930,219,429,523,1202,1097,898,51,1110,347,474
2020-01-01,0300,1804,561,176,365,520,1115,989,595,44,1095,373,410
2020-01-01,0400,2562,269,98,176,238,1140,708,219,25,666,209,120
2020-01-01,0500,883,103,55,45,83,1164,374,47,12,317,110,41
2020-01-01,0600,500,278,37,57,120,596,162,48,9,200,107,43
2020-01-01,0700,1342,419,18,54,104,377,113,26,9,191,73,44
2020-01-01,0800,1279,121,30,70,134,418,107,74,11,218,95,55
2020-01-01,0900,3300,191,45,157,188,481,266,110,17,311,179,107
2020-01-01,1000,3364,522,170,259,305,520,494,189,66,673,298,183
2020-01-01,1100,2833,477,182,574,611,639,1189,383,127,1112,420,357
2020-01-01,1200,4076,619,188,548,856,767,1877,720,228,1424,527,411
2020-01-01,1300,2995,851,240,677,996,806,2304,894,292,1767,620,489
2020-01-01,1400,3590,834,278,658,1108,897,2433,1016,332,2039,611,484
2020-01-01,1500,2591,979,291,672,1040,966,2437,1080,339,2116,756,512
2020-01-01,1600,4437,902,302,660,1069,968,2569,1228,329,2070,791,531
2020-01-01,1700,3578,927,324,557,1032,954,2129,928,332,1807,907,531
2020-01-01,1800,3674,1095,272,430,795,853,1323,800,203,1388,729,501
2020-01-01,1900,3657,939,217,404,737,826,960,718,134,962,609,402
2020-01-01,2000,3867,929,171,241,589,774,514,471,129,824,514,278
2020-01-01,2100,3208,1019,124,214,472,625,511,409,63,621,344,205
2020-01-01,2200,2570,646,102,194,351,734,373,354,58,561,276,177
2020-01-01,2300,3497,215,72,112,224,719,285,238,39,417,173,134
2020-01-02,0000,1610,89,48,68,76,455,182,131,23,196,105,69
2020-01-02,0100,1134,47,38,20,50,493,98,68,13,96,51,35
2020-01-02,0200,691,137,24,15,30,332,81,29,6,112,32,45
2020-01-02,0300,603,34,6,10,39,294,87,30,5,88,31,31
2020-01-02,0400,160,19,8,10,23,242,74,22,6,53,18,19
2020-01-02,0500,354,32,14,40,55,328,71,17,10,88,57,39
2020-01-02,0600,520,266,40,182,452,701,194,34,27,295,125,106
2020-01-02,0700,2431,521,56,528,453,744,513,196,57,543,229,213
2020-01-02,0800,4227,943,119,1123,835,908,1185,314,99,1101,419,422
2020-01-02,0900,2011,482,235,794,647,852,874,413,129,1198,532,411
2020-01-02,1000,3264,645,258,834,833,754,1473,722,204,1755,801,416
2020-01-02,1100,3599,851,237,1006,1247,827,2109,1088,284,2326,885,573
2020-01-02,1200,3097,786,378,1224,1563,894,2943,1626,358,3064,1102,606
2020-01-02,1300,2554,995,370,1274,1561,960,3324,1984,527,3346,1351,687
2020-01-02,1400,2958,706,395,1079,1494,955,2928,1917,564,3175,1298,634
2020-01-02,1500,3057,852,399,1139,1567,1056,3168,2197,440,3313,1308,698
2020-01-02,1600,2044,827,407,1265,1711,1294,3406,2441,588,3502,1468,875
2020-01-02,1700,3238,1318,498,1572,1745,1476,3114,2268,576,3468,1475,949
2020-01-02,1800,2613,822,415,1069,1347,1202,2479,1457,508,2703,1177,719
2020-01-02,1900,3749,701,355,606,1013,1034,1384,1637,280,1904,895,448
2020-01-02,2000,3450,667,254,452,732,834,674,1210,183,1475,758,369
2020-01-02,2100,3509,481,195,360,610,776,626,1099,89,977,569,334
2020-01-02,2200,4029,500,98,232,473,755,418,1051,55,756,383,190
2020-01-02,2300,3381,167,89,171,321,706,390,770,22,483,241,129
2020-01-03,0000,2145,63,38,81,113,522,219,722,12,204,112,80
2020-01-03,0100,1374,40,23,35,54,409,160,628,8,88,50,27
2020-01-03,0200,1180,42,8,44,48,367,122,434,4,130,64,46
2020-01-03,0300,1302,26,15,20,51,323,129,115,4,65,44,20
2020-01-03,0400,315,34,7,16,7,294,99,63,5,44,32,13
2020-01-03,0500,401,28,14,47,60,299,70,31,9,90,54,39
2020-01-03,0600,637,171,29,185,373,663,179,179,17,318,168,93
2020-01-03,0700,2857,469,85,531,397,751,454,507,39,461,248,180
2020-01-03,0800,4045,724,119,1137,821,1010,988,1354,60,931,440,366
2020-01-03,0900,2062,586,163,906,722,894,963,984,104,1106,514,367
2020-01-03,1000,2999,704,190,1012,783,856,1328,1540,168,1664,819,475
2020-01-03,1100,3057,577,292,1139,1162,907,2093,1625,252,2485,1014,543
2020-01-03,1200,2582,643,384,1330,1524,1064,3176,1874,506,2824,1130,786
2020-01-03,1300,3384,928,492,1517,1630,1219,3862,1776,743,3605,1492,945
2020-01-03,1400,2815,970,452,1229,1559,1219,3438,1929,622,3465,1428,621
2020-01-03,1500,2611,917,500,1224,1595,1433,3654,2002,662,3509,1566,747
2020-01-03,1600,2014,1199,503,1467,1761,1560,3796,521,735,3787,1385,939
2020-01-03,1700,1653,1204,516,1749,1758,1537,3395,12,736,3359,1436,1085
2020-01-03,1800,2366,1245,483,1164,1272,1239,2420,660,513,2498,1172,757
2020-01-03,1900,3935,959,380,738,1111,1100,1455,1106,336,1741,990,581
2020-01-03,2000,3251,818,317,564,816,981,801,781,194,1379,813,440
2020-01-03,2100,3525,643,256,427,667,933,705,400,120,866,544,366
2020-01-03,2200,2734,548,220,343,588,922,577,436,68,775,432,325
2020-01-03,2300,2961,355,151,278,454,991,547,326,43,562,311,257
2020-01-04,0000,1985,213,87,169,228,945,345,171,23,283,158,184
2020-01-04,0100,1106,143,50,95,164,858,296,95,12,248,119,88
2020-01-04,0200,1096,103,37,85,127,865,259,89,5,251,89,82
2020-01-04,0300,749,94,25,37,81,795,199,243,13,234,68,80
2020-01-04,0400,448,23,13,21,43,463,145,28,3,100,43,21
2020-01-04,0500,606,14,14,19,33,350,77,22,11,81,41,26
2020-01-04,0600,576,98,23,73,183,373,127,56,16,228,77,56
2020-01-04,0700,1031,217,29,119,148,517,206,69,23,275,103,76
2020-01-04,0800,2015,297,57,241,263,618,315,133,44,524,216,116
2020-01-04,0900,2810,371,122,449,409,565,610,394,110,921,360,212
2020-01-04,1000,2409,530,169,663,655,690,1168,623,181,1510,579,327
2020-01-04,1100,2884,575,270,829,868,790,1952,951,317,2151,820,420
2020-01-04,1200,3439,390,352,1027,1196,923,2621,1318,453,2806,979,526
2020-01-04,1300,3425,488,426,1077,1363,1087,2949,1700,589,3038,1199,618
2020-01-04,1400,2452,487,470,1049,1482,1170,3243,1871,670,3455,1281,486
2020-01-04,1500,2763,646,571,1154,1376,1182,3476,1909,725,3348,1295,670
2020-01-04,1600,1919,700,531,1063,1485,1293,3301,1986,621,3436,1323,692
2020-01-04,1700,3015,778,469,878,1298,1208,2994,1738,504,3023,1292,646
2020-01-04,1800,2992,816,385,722,1147,1191,2041,1527,387,2347,1072,559
2020-01-04,1900,3540,801,423,629,1039,1030,1224,1086,243,1745,1063,488
2020-01-04,2000,3588,694,298,459,752,971,805,750,115,1233,812,401
2020-01-04,2100,3511,422,194,385,684,947,705,579,95,942,516,359
2020-01-04,2200,2918,374,170,305,510,971,567,512,61,780,329,300
2020-01-04,2300,3162,313,154,298,508,1103,536,523,53,549,313,300
2020-01-05,0000,1895,223,72,183,238,1036,504,243,13,400,163,217
2020-01-05,0100,1366,103,50,156,186,930,431,123,8,296,91,119
2020-01-05,0200,1272,129,44,80,138,942,345,101,1,314,102,75
2020-01-05,0300,906,104,30,58,147,949,313,110,11,269,93,77
2020-01-05,0400,478,23,16,31,53,706,228,35,5,134,40,43
2020-01-05,0500,340,23,10,19,40,457,97,17,5,71,41,21
2020-01-05,0600,530,18,14,40,121,378,99,20,9,135,44,34
2020-01-05,0700,608,35,14,66,75,278,92,36,16,162,95,54
2020-01-05,0800,942,135,26,106,191,375,139,72,21,270,130,87
2020-01-05,0900,1415,283,53,227,277,484,239,145,29,512,250,101
2020-01-05,1000,1409,302,156,369,409,586,729,376,77,831,423,216
2020-01-05,1100,2073,355,202,590,628,704,1432,610,191,1435,513,298
2020-01-05,1200,1802,420,314,670,837,799,2000,1016,311,2049,916,407
2020-01-05,1300,1867,486,332,780,972,955,2444,1301,470,2387,970,435
2020-01-05,1400,2796,573,469,772,1028,1014,2656,1501,466,2635,979,312
2020-01-05,1500,2986,403,511,787,1113,1090,2891,1534,527,2831,1148,452
2020-01-05,1600,3259,484,493,742,1178,1072,2719,1486,489,2711,1095,473
2020-01-05,1700,2506,728,476,591,928,1023,2115,1268,438,2404,1088,370
2020-01-05,1800,3032,491,370,524,847,935,1388,884,337,1673,945,340
2020-01-05,1900,3472,657,295,390,654,809,795,560,155,1185,749,320
2020-01-05,2000,2517,499,207,279,472,786,646,397,98,865,548,257
2020-01-05,2100,2165,341,177,203,390,675,408,321,71,717,401,178
2020-01-05,2200,2420,311,109,136,281,764,337,163,45,53,302,173
2020-01-05,2300,1507,170,81,105,177,676,250,129,17,149,175,117
2020-01-06,0000,697,42,37,36,70,471,200,56,19,175,107,50
2020-01-06,0100,436,33,20,16,53,368,97,28,6,136,57,43
2020-01-06,0200,402,13,15,11,33,322,110,18,3,98,33,16
2020-01-06,0300,228,32,8,12,26,304,111,24,0,69,23,15
2020-01-06,0400,408,31,7,12,40,302,148,11,8,68,23,29
2020-01-06,0500,275,26,23,44,43,320,76,12,7,101,59,36
2020-01-06,0600,1707,267,40,239,298,685,224,86,35,360,142,123
2020-01-06,0700,3802,615,82,760,607,720,705,230,47,679,344,330
2020-01-06,0800,3807,987,180,1706,1145,807,1146,361,71,1315,760,499
2020-01-06,0900,2763,433,179,951,747,785,701,391,61,1012,653,335
2020-01-06,1000,2469,383,171,531,588,657,680,514,71,1256,654,286
2020-01-06,1100,2411,427,274,672,806,650,1223,728,133,1763,917,445
2020-01-06,1200,2580,304,486,989,1133,884,2190,993,286,2552,1253,597
2020-01-06,1300,2576,469,507,1279,1378,989,2889,1367,449,3119,1484,731
2020-01-06,1400,2356,573,401,829,1143,915,1946,1385,361,2521,1267,535
2020-01-06,1500,2232,621,270,914,1101,1021,1837,1292,342,2524,1264,582
2020-01-06,1600,1545,729,370,1150,1341,1164,1912,1206,284,2476,1371,705
2020-01-06,1700,2044,1134,478,1896,1684,1387,2491,1537,426,2917,1510,1052
2020-01-06,1800,2656,995,425,1287,1222,1287,1784,1239,387,2224,1255,733
2020-01-06,1900,3964,757,303,605,752,1046,885,842,199,1413,971,490
2020-01-06,2000,3219,465,230,414,612,838,496,463,92,914,666,325
2020-01-06,2100,2934,372,181,284,462,745,367,390,63,638,481,250
2020-01-06,2200,2507,369,129,172,339,783,338,266,52,525,336,148
2020-01-06,2300,1929,189,87,161,211,741,325,154,30,315,223,126
2020-01-07,0000,947,37,26,83,64,527,186,61,18,152,75,42
2020-01-07,0100,800,41,26,25,39,389,128,48,7,120,49,27
2020-01-07,0200,389,26,4,23,35,284,240,39,4,132,31,50
2020-01-07,0300,1232,29,11,10,38,338,186,17,4,98,36,14
2020-01-07,0400,1382,26,7,16,37,294,44,3,6,51,21,25
2020-01-07,0500,1307,39,14,45,47,312,77,24,12,101,52,40
2020-01-07,0600,1344,290,45,251,278,694,259,96,34,328,130,123
2020-01-07,0700,3266,550,149,703,575,734,605,207,52,662,348,299
2020-01-07,0800,2967,1292,262,1837,1220,1045,1619,557,128,1413,761,663
2020-01-07,0900,3186,698,271,1105,953,1078,1046,557,155,1336,705,570
2020-01-07,1000,2714,398,259,672,685,826,1078,603,141,1626,778,416
2020-01-07,1100,2453,371,317,737,863,779,1474,751,249,2048,968,405
2020-01-07,1200,2636,612,469,1096,1107,868,2236,981,316,2693,1322,626
2020-01-07,1300,2045,626,539,1348,1330,1040,2871,1361,493,3309,1470,699
2020-01-07,1400,2288,432,421,878,1086,898,1903,1026,318,2665,1199,406
2020-01-07,1500,2133,407,412,919,1104,960,1757,923,315,2654,1181,534
2020-01-07,1600,1308,733,371,1270,1359,1133,2010,877,345,2850,1334,721
2020-01-07,1700,1975,1219,421,1832,1742,1369,2420,1375,457,3213,1483,1044
2020-01-07,1800,3005,910,441,1285,1271,1166,1776,1328,367,2333,1226,771
2020-01-07,1900,3448,648,321,700,869,931,787,711,183,1442,950,406
2020-01-07,2000,3194,426,184,379,576,830,375,459,77,1017,661,304
2020-01-07,2100,2976,395,209,300,486,709,354,224,46,701,510,230
2020-01-07,2200,2256,329,95,207,382,689,334,198,30,562,288,142
2020-01-07,2300,1663,100,79,130,220,733,197,124,17,347,188,115
2020-01-08,0000,1016,27,28,61,95,432,143,65,13,174,95,54
2020-01-08,0100,252,29,14,29,39,384,97,37,8,118,50,16
2020-01-08,0200,182,18,8,14,33,290,73,39,6,86,39,18
2020-01-08,0300,179,17,8,4,20,247,105,26,5,50,33,11
2020-01-08,0400,145,6,9,16,15,208,61,60,4,42,19,9
2020-01-08,0500,708,33,11,40,45,265,71,28,16,92,58,20
2020-01-08,0600,1412,212,43,248,290,662,259,79,36,331,148,104
2020-01-08,0700,4335,738,110,782,566,743,652,297,52,651,355,322
2020-01-08,0800,3179,1134,266,1861,1187,1086,1598,590,149,1454,825,638
2020-01-08,0900,3202,740,278,1076,929,1015,1045,707,129,1413,807,503
2020-01-08,1000,2392,468,267,637,669,821,1077,635,151,1601,823,340
2020-01-08,1100,2481,741,282,689,742,873,1519,734,223,1885,1012,433
2020-01-08,1200,3182,585,511,1073,1167,956,2347,1124,423,2556,1287,650
2020-01-08,1300,2936,715,544,1372,1326,1005,3081,1528,504,3037,1463,717
2020-01-08,1400,3007,693,394,913,1069,950,2199,1267,339,2420,1273,618
2020-01-08,1500,2888,679,384,897,1127,992,2060,1173,342,2433,1268,602
2020-01-08,1600,2087,1114,439,1178,1350,1263,2267,1376,393,2509,1484,819
2020-01-08,1700,2488,1643,502,1880,1718,1482,2641,1737,498,2815,1417,1187
2020-01-08,1800,3276,1283,566,1426,1289,1162,2109,2395,402,2137,1290,931
2020-01-08,1900,3755,977,390,829,934,1015,1197,1335,183,1469,979,581
2020-01-08,2000,3669,873,266,479,692,815,707,750,87,959,767,372
2020-01-08,2100,3327,1056,222,333,502,765,546,552,51,687,519,274
2020-01-08,2200,2999,723,121,215,458,712,283,288,17,438,390,151
2020-01-08,2300,1797,119,58,119,179,592,172,114,13,208,228,67
2020-01-09,0000,1204,55,45,65,79,324,96,44,8,73,112,36
2020-01-09,0100,359,242,27,36,30,209,106,29,0,31,64,8
2020-01-09,0200,454,44,9,13,11,100,46,9,2,29,69,6
2020-01-09,0300,677,13,9,8,20,208,57,11,1,26,26,6
2020-01-09,0400,581,7,3,14,9,186,49,5,4,32,24,10
2020-01-09,0500,434,20,9,32,36,223,75,6,5,89,41,30
2020-01-09,0600,910,161,40,255,258,591,190,61,12,281,126,102
2020-01-09,0700,3459,589,53,747,549,686,582,248,44,567,340,284
2020-01-09,0800,2963,1224,141,1669,1141,1033,1492,629,94,1226,836,652
2020-01-09,0900,2330,722,135,1061,901,1033,1060,553,86,1288,797,514
2020-01-09,1000,2213,471,155,672,771,804,1093,613,130,1504,853,447
2020-01-09,1100,2128,556,194,764,806,834,1488,839,264,2003,1011,475
2020-01-09,1200,2415,478,351,1099,1116,997,2495,1147,373,2526,1301,712
2020-01-09,1300,2779,829,445,1385,1396,1062,2453,1350,601,2826,1561,725
2020-01-09,1400,3023,596,322,984,1017,971,2200,1381,419,2408,1216,689
2020-01-09,1500,2580,710,296,988,1109,1009,2080,1853,427,2382,1286,593
2020-01-09,1600,2514,1056,363,1225,1281,1128,2056,1496,391,2510,1452,828
2020-01-09,1700,1267,1803,380,1866,1691,1430,2811,1643,462,2873,1596,1110
2020-01-09,1800,2128,1376,405,1576,1340,1306,2395,1443,321,2182,1401,858
2020-01-09,1900,3790,780,306,850,966,1101,1450,914,234,1461,1076,522
2020-01-09,2000,3799,758,257,532,738,991,885,887,121,1124,825,364
2020-01-09,2100,3828,442,259,403,521,817,583,782,54,756,554,297
2020-01-09,2200,3092,403,163,267,477,786,383,421,36,538,367,219
2020-01-09,2300,2246,332,81,194,361,924,375,219,18,347,276,181
2020-01-10,0000,2277,47,32,85,130,812,223,190,3,170,126,93
2020-01-10,0100,1241,161,28,47,66,667,148,100,5,91,74,27
2020-01-10,0200,534,80,17,38,54,507,131,109,6,103,33,41
2020-01-10,0300,599,84,17,20,37,449,195,28,8,83,48,10
2020-01-10,0400,200,56,17,20,21,380,102,11,4,36,18,26
2020-01-10,0500,298,36,9,50,45,382,101,100,20,88,64,35
2020-01-10,0600,975,280,41,207,349,703,259,100,43,286,140,119
2020-01-10,0700,3695,870,81,757,593,769,645,216,77,618,354,322
2020-01-10,0800,3747,1507,251,1647,1184,1103,1462,790,148,1306,764,588
2020-01-10,0900,3505,875,237,1076,931,1100,1231,778,146,1348,721,512
2020-01-10,1000,2600,769,305,739,723,958,1134,737,199,1753,808,413
2020-01-10,1100,2776,658,309,794,940,882,1905,1325,303,2318,947,545
2020-01-10,1200,2096,589,616,1147,1202,1091,2891,1127,545,2884,1272,756
2020-01-10,1300,2821,723,587,1439,1597,1137,3482,439,736,3430,1494,831
2020-01-10,1400,2642,558,447,1125,1237,1062,2673,313,546,3069,1292,674
2020-01-10,1500,1658,815,399,1075,1281,1140,2622,238,536,3105,1358,726
2020-01-10,1600,2197,991,450,1420,1608,1338,2811,1054,517,3389,1480,958
2020-01-10,1700,1621,1402,482,1872,1776,1405,3247,1620,485,3477,1441,1124
2020-01-10,1800,3290,1387,424,1400,1425,1209,1362,1340,384,2692,1227,872
2020-01-10,1900,2882,949,443,799,1058,1012,0,904,236,1743,1093,638
2020-01-10,2000,3454,883,339,544,811,931,121,888,145,1357,786,441
2020-01-10,2100,3297,646,206,404,686,880,565,848,59,951,610,389
2020-01-10,2200,3623,568,181,407,633,908,658,455,55,882,453,324
2020-01-10,2300,2625,339,134,347,550,954,630,386,30,704,310,362
2020-01-11,0000,1761,300,90,257,341,941,565,342,21,450,241,278
2020-01-11,0100,1394,166,73,150,208,872,397,221,14,312,129,176
2020-01-11,0200,1515,81,26,119,178,997,321,206,12,307,132,83
2020-01-11,0300,1067,60,30,88,144,830,366,118,6,268,85,55
2020-01-11,0400,1032,17,26,21,61,595,198,53,4,143,45,24
2020-01-11,0500,765,59,17,17,44,409,114,71,10,108,48,22
2020-01-11,0600,1070,57,37,92,145,410,125,51,22,213,103,56
2020-01-11,0700,1286,200,42,133,178,474,181,73,22,337,135,66
2020-01-11,0800,2248,205,48,296,281,620,345,187,29,564,200,120
2020-01-11,0900,2099,312,116,476,496,612,640,368,86,1022,412,183
2020-01-11,1000,2910,480,201,696,672,726,1113,639,140,1541,671,260
2020-01-11,1100,3101,286,241,839,961,726,1733,993,208,2027,783,328
2020-01-11,1200,2758,505,144,716,825,655,1681,974,73,1889,861,213
2020-01-11,1300,2800,611,97,714,881,781,2104,1220,111,2083,1038,260
2020-01-11,1400,2588,266,174,802,721,622,1879,1314,123,1994,1122,350
2020-01-11,1500,2469,540,273,795,923,886,2510,1380,237,2375,1060,413
2020-01-11,1600,2841,507,387,944,1138,1020,2850,1549,428,2607,1157,582
2020-01-11,1700,2788,586,313,835,1151,1011,2483,1477,357,2560,1286,532
2020-01-11,1800,2770,686,282,701,993,1052,1807,1301,285,2137,1092,515
2020-01-11,1900,3113,849,349,616,888,976,1238,1094,157,1670,1149,543
2020-01-11,2000,2902,549,283,470,714,1010,895,971,77,1076,760,415
2020-01-11,2100,3729,530,236,341,562,916,702,813,61,818,544,333
2020-01-11,2200,3663,549,243,332,605,981,709,791,52,818,467,317
2020-01-11,2300,3054,473,171,320,570,1123,622,510,31,719,321,384
2020-01-12,0000,2770,254,113,252,371,1038,534,296,17,495,271,246
2020-01-12,0100,1947,186,73,158,245,1072,453,226,16,348,126,157
2020-01-12,0200,2130,123,38,111,182,1070,377,197,18,337,144,150
2020-01-12,0300,1684,112,54,97,173,834,457,152,11,292,95,86
2020-01-12,0400,595,87,27,40,65,744,212,51,2,175,64,38
2020-01-12,0500,526,77,12,24,31,340,86,27,3,71,40,18
2020-01-12,0600,237,116,100,50,80,275,99,35,11,92,45,31
2020-01-12,0700,549,104,30,57,106,296,89,35,17,101,81,64
2020-01-12,0800,1714,139,43,94,195,406,140,83,27,234,158,75
2020-01-12,0900,2274,389,60,265,318,489,301,198,58,446,245,132
2020-01-12,1000,2234,631,148,446,520,578,836,341,128,895,434,216
2020-01-12,1100,2534,315,211,669,841,808,1458,646,293,1479,701,335
2020-01-12,1200,2717,388,321,750,967,864,1810,1069,427,1925,840,412
2020-01-12,1300,2975,683,367,842,1128,995,2118,1387,595,2443,1062,510
2020-01-12,1400,2715,590,431,842,1067,1075,2735,1593,605,2760,1125,487
2020-01-12,1500,2738,561,470,843,1194,1106,2896,1696,621,2703,1224,454
2020-01-12,1600,3320,680,448,846,1157,1080,2983,1827,609,2693,1339,548
2020-01-12,1700,3565,880,456,671,1043,1103,2382,881,489,2257,1241,517
2020-01-12,1800,3725,638,392,579,874,1046,1458,643,301,1725,1061,493
2020-01-12,1900,2890,759,318,367,682,896,869,1018,159,1221,917,391
2020-01-12,2000,3289,946,185,251,518,808,645,945,115,879,645,264
2020-01-12,2100,2904,771,194,210,390,791,460,535,78,592,375,203
2020-01-12,2200,2766,501,159,159,290,714,322,728,50,453,315,165
2020-01-12,2300,1962,190,321,124,228,821,277,880,35,352,197,120
2020-01-13,0000,1601,320,372,53,74,556,201,87,16,190,97,59
2020-01-13,0100,1347,71,65,14,48,427,140,58,2,116,58,31
2020-01-13,0200,1301,26,20,14,28,376,116,24,6,79,39,14
2020-01-13,0300,1395,7,16,13,24,373,125,10,4,89,33,32
2020-01-13,0400,580,17,7,21,18,365,128,8,17,98,30,20
2020-01-13,0500,587,45,16,56,51,335,71,14,14,113,56,45
2020-01-13,0600,807,262,43,233,256,707,236,114,39,318,143,120
2020-01-13,0700,3654,812,159,739,618,809,706,243,95,645,351,315
2020-01-13,0800,3311,1376,249,1841,1336,926,1609,668,257,1406,694,677
2020-01-13,0900,3148,719,185,1025,959,1004,1020,643,151,1284,704,560
2020-01-13,1000,2659,380,198,630,701,905,916,659,163,1415,737,405
2020-01-13,1100,2300,448,265,640,794,691,975,622,75,1723,913,429
2020-01-13,1200,2339,655,262,639,809,374,527,603,86,1447,1106,310
2020-01-13,1300,1598,891,295,693,765,465,433,591,140,1457,1075,315
2020-01-13,1400,2142,412,224,460,588,598,441,560,151,1206,894,233
2020-01-13,1500,2248,587,215,707,798,823,849,717,233,1592,1003,488
2020-01-13,1600,1676,856,417,1057,1249,1165,1151,1051,386,2183,1168,762
2020-01-13,1700,1790,1184,445,1826,1643,1249,1495,1194,443,2626,1400,1111
2020-01-13,1800,3015,1036,425,1223,1310,1130,1599,930,337,1909,1187,762
2020-01-13,1900,3603,634,272,592,764,986,654,599,151,1106,921,408
2020-01-13,2000,3803,559,188,374,602,791,416,501,79,698,820,325
2020-01-13,2100,3041,590,131,282,477,792,375,278,63,527,370,208
2020-01-13,2200,2420,299,113,184,293,702,288,176,31,366,283,165
2020-01-13,2300,1995,177,71,153,204,726,269,80,33,273,179,124
2020-01-14,0000,1960,92,56,76,56,476,166,25,8,131,96,52
2020-01-14,0100,2149,140,14,15,29,335,143,21,4,79,34,24
2020-01-14,0200,1225,15,14,45,37,316,245,26,6,104,38,24
2020-01-14,0300,810,29,12,13,35,344,142,23,4,80,33,10
2020-01-14,0400,1057,34,7,23,15,332,42,0,9,44,23,16
2020-01-14,0500,1158,36,16,58,51,335,64,12,12,92,63,31
2020-01-14,0600,2013,329,39,241,305,679,228,100,41,329,160,155
2020-01-14,0700,4012,820,108,802,620,801,784,280,95,672,352,347
2020-01-14,0800,3791,1594,269,1776,1303,1130,1485,460,185,1463,745,675
2020-01-14,0900,3115,855,270,1182,999,1017,1067,530,128,1399,753,530
2020-01-14,1000,2789,601,194,643,665,851,893,496,114,1425,756,388
2020-01-14,1100,2339,635,244,608,673,736,1190,550,166,1561,800,411
2020-01-14,1200,2479,960,428,869,993,791,1840,733,294,1971,1172,613
2020-01-14,1300,2556,951,474,1121,1254,877,2494,968,526,2577,1330,660
2020-01-14,1400,2207,815,418,845,996,877,1956,993,394,2240,1196,585
2020-01-14,1500,2189,713,347,930,1197,951,1993,1062,340,2381,1318,649
2020-01-14,1600,1707,1020,422,1290,1443,1206,2152,1147,441,2688,1416,973
2020-01-14,1700,2026,1522,446,1871,1825,1453,2723,1402,501,3002,1568,1173
2020-01-14,1800,3134,1412,410,1412,1349,1215,2036,1485,383,2325,1343,904
2020-01-14,1900,4047,821,300,716,856,1053,1016,821,217,1307,988,557
2020-01-14,2000,3972,628,221,465,615,877,615,534,87,914,732,367
2020-01-14,2100,3647,460,159,346,541,806,518,349,53,635,422,289
2020-01-14,2200,3134,363,135,275,408,827,363,287,51,513,339,217
2020-01-14,2300,1822,316,69,222,318,836,389,225,29,470,300,174
2020-01-15,0000,2129,93,25,71,92,662,231,89,13,274,133,80
2020-01-15,0100,1282,85,26,37,54,493,160,80,6,149,70,27
2020-01-15,0200,1706,67,7,35,33,400,127,44,5,109,88,29
2020-01-15,0300,1215,48,15,11,22,356,179,11,3,71,38,29
2020-01-15,0400,862,28,7,16,19,296,60,7,6,73,27,17
2020-01-15,0500,511,72,15,46,33,311,70,18,18,91,60,38
2020-01-15,0600,1625,353,41,255,322,717,260,105,45,347,166,146
2020-01-15,0700,3932,826,97,780,599,831,677,397,79,702,368,319
2020-01-15,0800,4151,1716,254,1792,1297,1122,1669,779,213,1467,802,643
2020-01-15,0900,3069,880,259,1200,1004,1135,1210,759,157,1497,761,610
2020-01-15,1000,2223,771,241,700,767,903,1250,716,182,1856,849,369
2020-01-15,1100,2520,450,264,828,881,883,1670,921,263,2267,972,516
2020-01-15,1200,2638,654,541,1216,1239,998,2592,1120,416,2800,1374,779
2020-01-15,1300,3200,732,549,1433,1454,1147,3383,1252,647,3479,1452,892
2020-01-15,1400,2602,643,404,1047,1147,1067,2340,1571,507,2726,1233,484
2020-01-15,1500,2578,495,396,1028,1220,1089,2095,1628,432,2619,1221,674
2020-01-15,1600,1783,883,456,1407,1518,1325,2254,1437,520,2984,1285,885
2020-01-15,1700,2361,1316,534,2148,1920,1561,2858,938,587,3311,1547,1279
2020-01-15,1800,3614,1159,473,1544,1545,1369,2169,280,508,2518,1314,933
2020-01-15,1900,4493,882,371,861,980,1169,1272,672,219,1594,969,603
2020-01-15,2000,3829,753,275,513,758,1103,656,669,113,982,668,415
2020-01-15,2100,3952,373,207,480,587,944,580,520,76,692,497,390
2020-01-15,2200,2468,361,136,306,447,982,513,376,65,622,387,289
2020-01-15,2300,2579,348,102,222,303,1018,433,181,44,399,252,192
2020-01-16,0000,1459,127,61,96,95,752,231,86,22,173,116,87
2020-01-16,0100,1114,41,26,33,54,566,159,44,4,104,78,38
2020-01-16,0200,1261,38,19,34,42,442,174,18,8,117,75,29
2020-01-16,0300,891,27,36,9,27,362,229,262,9,81,44,26
2020-01-16,0400,1160,17,16,18,17,291,125,16,13,61,34,24
2020-01-16,0500,802,29,17,57,51,363,100,20,13,96,48,40
2020-01-16,0600,1563,265,44,244,300,785,274,82,43,358,162,163
2020-01-16,0700,4176,595,99,770,626,845,751,253,60,680,321,341
2020-01-16,0800,3891,1058,208,1814,1276,1103,1614,492,180,1407,782,704
2020-01-16,0900,3315,660,209,1287,958,959,1189,455,125,1393,748,479
2020-01-16,1000,2871,375,172,737,712,718,901,472,119,1456,801,344
2020-01-16,1100,2199,420,213,676,680,649,1060,548,120,1471,864,314
2020-01-16,1200,2565,518,334,953,819,706,1784,814,281,2018,1192,495
